duration,hour,day_of_year
12.0,11,6
12.693740717862173,21,230
9.0,4,346
37.07631303744978,11,24
29.26935541664887,3,169
3.0,3,271
20.704057111141342,16,45
48.43864762415108,9,17
19.46656165328264,0,208
11.443858455031359,7,143
6.154410851663309,14,273
5.957505795882681,20,106
83.88099761904436,8,312
33.665635340049334,13,22
15.137027601013038,10,223
21.340554604962428,19,319
25.31545755356153,22,330
5.29678668201985,8,321
13.541369610157268,21,231
9.309540092660056,13,357
7.41420092557183,1,224
20.337930675936658,11,128
3.473350070669149,6,20
8.09345851978989,3,47
8.63463925648738,0,32
12.50713715453321,8,129
13.118415039175932,21,346
6.211894330440109,15,176
8.933007484198042,5,358
6.833068929182499,20,237
15.487458965048683,18,195
25.535201597723415,16,225
19.0,7,188
15.250609547198842,9,223
3.856175592298799,4,272
7.972493343902803,2,186
21.82947165393494,3,155
15.52319044302155,18,195
19.156784207611196,20,296
16.39489246519021,21,230
6.1762705191650085,8,144
43.52156778447452,20,43
6.814668551090739,6,254
10.0,3,248
8.640055765297866,3,349
16.698362450855406,10,247
6.177131803781036,5,125
3.219543244975965,6,21
62.91011818634783,14,239
4.008592499536218,3,270
7.133745531183383,5,348
3.0,6,131
19.863048991892605,15,266
8.585993300704395,10,299
13.457143079991917,9,353
9.0,14,130
62.18346587616761,8,132
8.0,17,270
15.43702174146887,6,79
30.799681854932693,13,11
7.4453464088665875,12,127
20.56960207403075,6,247
14.059217954190784,18,359
43.32692848856669,17,335
6.885619764241773,6,225
7.778099539215627,15,147
13.143923824726173,5,192
20.526253819763028,10,362
18.537366960593406,10,230
21.329970390407574,11,8
11.494723411856327,5,60
63.39516574490193,12,240
30.245024092942156,6,44
11.779381149183452,22,348
11.254772832000679,17,115
32.57245609940744,14,351
10.873690412900027,16,25
12.978876409181323,12,69
5.820598757676587,16,105
9.83198059482812,22,234
33.09393344225095,19,241
27.12030914933456,22,249
21.770782290671182,16,47
7.704451534099316,16,34
58.07754165313296,18,243
12.561763930372488,11,344
21.20795635928939,1,228
11.622131139813707,3,272
27.60369955042731,16,244
14.908616466140783,10,246
10.48616307926276,6,200
9.91243269741991,16,179
53.90595561594046,8,40
5.018292657478859,11,113
5.351435714411786,2,145
30.59357747157441,19,286
10.98921775395775,10,335
5.0,2,318
24.344724361938567,6,240
9.085675110238226,4,137
5.0,16,272
9.0,2,347
12.729234742913643,12,86
15.650453615280107,9,8
19.826537053870386,9,322
15.502078400127932,10,351
5.73896386806276,8,86
15.773403605195528,18,331
12.90033036282216,2,346
15.85857680452412,6,128
31.62077346281955,7,53
77.3136770622197,14,77
22.684651009499866,7,117
25.894347279828427,1,256
5.7919320823771345,12,113
23.572229613638353,7,160
19.518392903671383,18,313
35.464765699721156,20,244
16.094924533124452,9,246
11.147858044747807,10,347
19.90393528667152,20,271
13.521073190508387,1,118
8.299594017818539,4,348
5.645053170353054,8,86
10.275505642749172,7,194
38.97074348224465,2,91
22.96378850115561,13,183
5.286764131916663,11,121
62.680278964196994,12,287
5.700128424467135,1,269
8.040887979203674,15,173
90.90755152329638,2,299
18.68264225262063,11,190
6.74176898033384,15,172
22.18376472747724,15,177
8.267347554739334,3,248
3.9027892682216194,17,315
18.705169909876684,16,325
6.54164641821676,3,122
116.24173270794394,8,46
12.77238194722172,6,126
5.0,16,272
10.574444647566338,16,57
9.386211992817032,17,179
6.177009870317978,8,318
30.814627220917487,19,65
27.0,4,227
7.692431463865532,8,84
12.474558559293703,9,23
21.65393356202276,12,231
14.779726346467118,10,22
25.210362774246498,10,162
5.661327639336701,12,270
24.0,7,175
19.887718376842603,20,271
5.450776283886364,2,318
7.7094848496741815,6,161
11.86217372524658,5,60
28.648027934708274,20,327
7.26601119423282,6,136
13.179429697734037,1,207
15.02120602401725,9,296
52.45008375234175,22,135
3.4712755809015645,4,278
11.34816458536794,4,77
11.536885286162489,1,271
8.392287731867865,3,144
19.035872773931104,20,230
18.647534791598247,13,190
6.126280585854783,20,300
9.116047582963864,15,143
78.61131072627366,4,240
19.0,18,323
22.966611313636935,15,51
37.42658331858538,20,47
7.773662564895666,14,144
26.295389937346492,2,117
13.246959483908629,10,35
12.696614681281936,0,226
13.463990131464424,22,231
12.471991300081068,13,24
10.508554165995758,9,163
24.665392329768764,5,306
3.824326891879269,10,274
3.369960121520018,18,319
26.71624078850221,10,225
20.216227610982752,21,353
25.28695479552267,5,19
31.20639091229967,17,239
9.971597919981322,14,196
30.73622888252855,4,53
13.690741203811221,18,35
38.00094718805507,8,59
45.39643375305226,13,333
6.75598579088579,5,6
18.996582081711008,0,45
5.706837855780541,5,319
38.93452717505273,22,49
19.8667397126968,2,175
5.193812544246923,8,298
8.33214458271176,16,143
65.97304016252383,16,237
20.628705789967505,13,187
54.92565844230974,18,108
52.01261370165313,10,12
12.286513104132917,11,338
6.6080605448959995,17,106
14.508070994274068,14,299
27.39717877742921,6,130
13.238395712559658,13,121
19.488199788909455,9,301
8.720126644863338,10,297
7.064962385118852,22,249
13.607110336643657,13,352
5.717443901448989,5,311
6.695859927217908,15,134
14.63747000814854,13,349
17.097248199382264,19,183
6.0,1,135
10.538626550995907,1,133
13.434698958525821,4,53
6.085354224210826,4,311
10.011290002515945,1,137
6.403615557142471,5,314
8.875816752483125,1,138
11.355481080964962,18,46
21.64709844149373,19,219
12.819112833300126,15,157
7.7216039507649405,1,129
11.389569763756235,17,88
17.14666202570642,15,300
14.094811312739578,13,122
7.33041730679094,8,161
10.12600383707784,2,125
22.674941625794087,20,50
6.365285733375824,20,249
21.82587218438458,14,298
10.50610755484675,15,279
20.1627567918269,6,135
9.479792366155811,1,65
14.10689452188677,10,197
17.633894843626816,13,135
29.839964746067576,10,297
18.428042564952946,9,267
3.9911584592156597,15,282
26.833710643761084,15,254
20.514486375512654,9,153
11.998004963277063,9,322
19.035375619226514,6,147
13.987234180785675,16,87
6.729596438289059,22,249
5.840617476522558,9,161
7.74223563728447,18,122
8.109607011510466,19,87
4.423510701330956,11,311
10.484601587018865,16,65
7.194703923529781,3,213
31.619497751407586,11,260
15.297355048236838,13,346
12.582023065053527,13,268
32.75736958755003,18,217
22.850740371325838,1,134
23.60965644818564,22,52
14.46922518162361,14,131
28.711065551404992,7,129
9.149708333415916,17,166
20.85415502286156,16,271
34.26637925202693,14,304
24.084421580613544,15,132
8.371481230061233,12,278
8.42882892764203,18,87
12.521257786986883,1,47
11.901513053054906,8,88
10.151984114750599,13,277
25.621587348383308,2,298
15.62371909871837,15,133
13.4047984290852,8,126
28.540757953719982,19,275
10.81187383599703,11,161
30.27045840228224,14,297
15.036730306930275,3,117
11.061322870863126,13,120
7.9353938016781544,1,134
13.072355449035298,14,133
16.259938195995407,14,300
12.330981318602557,18,9
27.628387567521294,20,217
16.467635848978965,4,55
10.417851770220027,16,65
33.319025172761755,17,306
23.91335667007855,18,53
6.667362648945949,14,157
52.88299131194758,17,33
6.502910097864302,8,161
27.698079702182515,14,221
7.795425111101183,22,184
4.3230833992204305,2,211
16.76739776716659,19,219
6.742817135300282,5,308
14.075637496802551,16,87
16.41563950614997,10,135
10.994670679828946,18,192
24.413595161887006,19,5
20.507622220498238,9,153
45.473602847750605,7,300
8.406018823578748,1,128
11.052176252761061,20,168
26.786314816712252,2,131
31.189314072013733,4,281
16.174699021044223,18,58
15.685217220236652,12,159
10.569574886113898,9,249
38.96311180572314,18,47
32.0,11,266
11.182803762739695,11,321
34.34130785379256,18,298
31.256804838372403,9,265
18.82233076727344,5,55
11.388665124495589,17,153
49.17770400982794,6,128
35.90214244908188,19,275
10.530584328007846,9,298
15.124681695147677,13,257
12.475396587786111,1,355
14.009095793078036,13,134
6.159046729544946,17,49
16.051119891777837,5,43
10.546070611269272,12,69
4.884872670969246,11,160
13.549380343270242,3,128
12.7649188809122,1,131
33.10569347990627,16,309
33.80067960700224,18,221
17.329819262330854,12,261
15.143492461182316,12,135
85.94682019517744,19,281
25.77654919762713,16,253
17.90842641044417,17,275
4.79147776748965,3,297
19.210735067905613,6,146
56.00401572300465,5,127
11.034317157790314,9,249
9.899238148137844,15,133
27.23362855669669,16,253
34.05046954677836,18,221
8.08775012698799,20,305
14.365469286405121,12,198
9.486898737373718,18,166
25.677379596146643,14,251
11.824261860525542,1,133
28.251919781405377,8,289
12.864120979546762,19,279
84.152081378977,19,280
16.57570311411511,15,87
32.0,10,265
14.029315173147022,10,356
30.989008240062354,19,275
21.13278643328518,10,220
17.94941824211201,20,183
8.144054902407245,21,9
4.332649601953571,11,161
15.031283098192208,16,348
18.74458651531478,9,136
10.042853199679666,10,249
33.51521985599898,19,297
12.718785626531503,11,125
25.91314940305745,8,85
36.749775168462584,19,48
7.577724027557027,12,128
9.125233570432828,20,3
9.525663890093787,16,3
15.886043365285683,15,88
18.08390698213476,9,46
10.60148590609704,1,134
10.603840709171063,1,130
15.767000546209832,6,87
9.21680781513096,17,60
6.306149381159786,21,125
8.889192037820193,12,249
10.18972102979056,1,137
14.524941505038477,7,53
13.375992889941312,18,166
13.799632238167376,9,331
17.44538880548061,9,135
9.491051404395904,10,250
5.4524173849717865,21,303
25.713270131394307,13,150
9.620088622068224,1,129
15.95257406415864,16,276
15.936425550065533,2,110
11.946907803426292,17,153
10.02872960936786,17,88
9.16922477344945,19,88
4.241462680004323,21,308
10.775294860875455,5,361
9.072215529375772,10,355
22.4557169450807,16,131
5.5578732570925435,21,303
14.935191836401788,5,52
12.481919059789975,21,52
14.34687935306642,15,79
10.8194054018247,17,280
6.377007448986183,21,125
28.918863182101315,5,84
10.740437992259793,12,121
12.653343508489876,14,3
4.92088755900899,3,304
16.904369762884798,4,56
13.107943714646463,21,169
29.258807935536506,6,129
11.826837989390402,14,183
24.10461077361901,1,132
34.02321173987012,14,305
26.150676107709877,12,295
8.054301816201278,6,315
14.240249347885785,11,124
10.209074944617313,16,3
15.25657621392339,15,130
14.164178483988007,5,356
50.19917788650562,10,299
11.606277486350695,3,196
8.28127076193667,0,55
12.5369633002747,7,355
34.122861558488594,20,297
6.867601024509543,5,305
32.71321460833803,19,296
23.09370372395723,19,177
18.24700886746284,8,135
11.29143969243535,9,359
22.76290155935004,1,134
12.166293708253397,11,124
15.193953867267775,14,347
14.519265943767754,11,197
15.287801563890115,15,87
10.134426419954675,17,88
20.061215595419927,14,139
9.109289693117793,20,8
13.54008703863547,11,256
22.242317802401697,20,218
6.876299522213332,18,57
18.46130433265696,11,136
13.144955024356975,1,112
13.088286746784632,4,126
9.64014407887127,21,3
12.498041408041129,4,364
16.922778700162738,3,107
10.248636453406665,4,49
15.758676390111004,9,344
12.85406116568227,15,365
56.99314902645044,9,295
14.525911114490127,5,51
8.940638108203572,16,6
14.485648505580869,17,304
13.24942811382278,14,133
16.156127649142086,15,134
7.783174100441078,20,303
9.462798433030922,18,166
11.086045488456053,22,64
9.413468697477706,10,249
14.630420045004922,12,299
20.988720698850535,8,134
31.751391909848692,15,308
11.825571717936278,9,322
13.0,11,127
10.181319279925505,0,116
16.57256967349448,0,62
6.816289872805892,18,304
19.119837294271665,22,181
9.489890287501176,16,3
26.276595234387713,10,295
3.3537856529637367,5,363
29.971051200826757,3,130
29.89116967706397,13,131
10.73598019765736,14,298
14.593816364293728,17,303
14.798106896988802,11,249
9.010728220262404,20,305
5.160529678876294,11,161
18.677891995770814,9,136
14.36490651049154,12,299
11.042998153044705,0,113
22.091687033438937,20,218
6.540747911863255,11,161
7.126215666876983,8,161
29.111422046292315,1,286
13.174869332333884,1,130
12.878220538488076,13,121
9.385761826990786,15,156
10.632869728024467,1,124
6.115955148099699,18,312
12.528284801712626,16,300
14.114266005619138,11,124
13.62474663861579,12,4
29.41776990565375,9,265
9.832942619858217,2,126
5.733615830042313,20,127
16.79666106295132,7,49
6.5204402227978715,20,249
8.449786942119081,12,164
7.5268353112074635,20,307
14.960777135951057,9,249
17.859112710498636,10,42
18.920137886391736,9,267
30.736097938710188,4,129
10.919891093484894,11,127
19.645934211902308,9,266
12.18825452970039,8,249
12.606700210471358,13,121
10.1221197097967,7,363
5.165294110970175,14,129
21.100755878333562,7,151
16.757430437915705,14,134
17.481125446867757,10,134
12.2093174899197,5,196
15.718467691502736,14,257
16.91290969925669,15,300
35.16840831024863,3,64
5.030903860870021,2,208
8.225541329925733,19,249
20.984686682109025,15,251
13.770396881674293,15,77
8.809060007530697,11,161
16.694458802233928,14,134
22.814407175193764,0,66
10.057866946351828,1,55
9.95063483234635,19,191
8.498420277829416,7,298
6.480433348698127,20,302
15.090609807991603,15,132
11.098934682849489,8,360
22.028116815254478,8,152
8.057280251077623,22,9
24.198210381852082,14,296
15.60595177556528,6,344
11.988360297037294,10,299
7.690492232351159,21,305
12.055879131606003,15,298
18.107221011457327,14,300
12.020780172948665,10,161
16.04459490837296,16,88
14.891137132159493,2,88
7.654319118573314,6,316
10.204898709431564,19,249
10.212873397398395,13,277
11.0,14,297
13.886378718330006,7,88
11.715547515444154,11,3
21.017737328281722,10,268
9.485807261241675,2,145
14.0,10,4
10.0,11,119
25.441992962719215,13,150
9.718196641196494,18,88
8.190035762665966,17,300
11.691840895003388,1,126
9.739241915610563,16,185
46.31557317854487,5,298
11.172849221525093,19,306
17.289647072065844,14,135
20.815922826914385,19,219
41.0987030719337,6,128
5.4078702938694505,3,209
4.11786438571794,11,161
9.819656460309226,20,306
12.139341876610864,10,249
16.575426031055418,12,87
6.629021874697903,2,205
14.988962262590185,8,124
13.0,11,126
19.289930144759634,8,135
8.725155727551115,0,63
22.61761859707042,2,134
12.587790314682426,15,365
17.98691633614846,0,67
7.894071975477446,1,129
35.76276639943314,20,296
32.71889189035691,17,297
5.955929679404992,3,311
11.279991960336886,16,75
28.38623152097886,20,49
11.0,18,282
11.213721260960703,16,218
19.992321621735393,19,8
8.272764491984516,0,56
11.408133528970348,1,132
11.211933628979645,4,359
13.744725179627462,2,116
16.45810008082654,4,55
65.4976150744776,11,291
14.225800321723899,11,354
14.035323464309467,3,44
16.928431096619917,14,300
49.85684726514762,8,299
14.718080744956461,14,350
35.0,1,76
20.567819093629385,8,134
15.414624938564202,3,110
15.0,8,52
12.159350942046242,11,3
25.746418563478883,2,298
9.83764976077458,17,166
16.278179190494,11,134
21.671615562129183,7,133
6.491813616563969,19,305
10.8464327258147,19,307
10.587979432736013,12,69
15.497255930314688,12,345
20.35910988624754,5,135
5.744271400044953,21,302
4.910304481830969,9,312
12.516850035738223,1,130
8.77053840158082,17,60
9.035891357136984,1,67
9.631268913963067,20,3
11.0,9,188
7.353520754856515,6,297
12.722533276721977,14,3
10.62646567939725,20,307
27.60182258374912,14,269
5.501459013998694,6,313
18.188269657043044,16,151
12.132404696520924,12,249
10.282455730377094,12,120
28.50138891825435,18,298
28.435138202626977,9,131
6.125826924908906,16,282
18.185097694018957,20,183
23.628067332083134,1,133
11.80678727692673,2,119
20.205237219029367,8,134
20.439552168148225,16,130
11.882144316501567,1,133
6.9560927304451505,13,130
12.120339774638248,15,73
67.76837530045802,15,191
35.0,1,71
19.97007246084233,6,135
15.829325071750189,15,133
32.50120718491589,10,299
9.714650684655153,6,68
19.783363250347676,6,135
15.618252417458795,16,132
16.0,16,218
14.209588238719132,12,257
5.537438464566389,5,364
31.833965686583806,16,276
13.705688029525767,18,304
17.368992633659897,9,42
14.97186340964619,14,250
5.181979446743803,2,208
6.9858977922691174,5,305
33.832085300726696,3,295
5.966616398213619,21,125
18.817841251463157,9,134
9.336823826495836,1,129
12.718489970204107,9,326
12.18154204664446,7,88
11.805626910468995,4,196
6.064488245793222,22,249
34.286252127849814,19,220
14.823560118406748,17,88
24.958921328342164,12,150
6.237667827083813,14,163
23.942079947060382,1,133
9.39751288211921,1,138
12.020528813128472,21,169
18.0229589716987,10,53
32.247731238730864,10,224
28.997078157081663,10,131
12.939347373563566,0,354
12.719329909897096,2,119
32.68774383637233,1,284
28.565695011624854,5,130
7.65121340522019,8,161
58.8547977950067,16,27
30.22958446221486,19,275
7.097529476836813,13,130
13.620972873780902,7,126
9.212340880190615,14,218
14.98947849441669,5,346
8.296489781283315,22,7
25.345663996982204,14,295
20.89251554681042,9,153
21.278747230343896,18,273
11.0,1,124
7.605184043098595,20,305
4.0,18,309
31.057817615021804,6,129
7.7802538682482165,19,300
3.988193846413928,4,365
47.60089043024152,6,299
11.474565087454307,19,152
10.977359763145865,11,3
10.209397541121785,19,153
4.0,3,298
10.157232342061567,1,125
21.378693993675025,22,52
23.851761131499167,1,134
11.561972195639418,13,120
10.808739582085414,1,122
7.2275548376313985,1,131
15.177527271990797,15,299
13.77249730768613,11,299
9.78579262998445,10,250
4.775216475984837,3,297
11.90616128484707,1,134
9.301673369436323,2,145
33.7821908005785,20,297
7.303526324176135,20,303
14.255593916209579,21,50
7.464115474742644,5,206
16.019085670621735,13,123
10.31833051759838,16,64
10.668528045884885,11,121
15.518671325991557,22,184
6.016514765664322,21,302
15.491303898729885,19,218
13.92292198804854,5,126
10.7230407413334,19,252
50.93109211401074,9,298
8.275761049669345,6,364
12.918866540208958,3,125
12.862989186746042,1,131
11.289465873776669,9,254
23.591693657240548,1,133
16.240751266939156,10,119
13.19278431130641,11,126
30.810263352176804,3,83
19.688752364079416,19,275
4.940906109921746,11,161
24.88732126998272,22,52
9.952305642676242,3,50
32.65979741377418,15,173
8.00188399556582,7,298
13.492756788932022,4,125
8.338556324558953,16,252
8.795029033747186,14,135
16.05250502199436,4,147
12.2896716392032,13,269
10.773092272001529,0,114
9.238283387798077,2,52
12.604708658318529,16,294
11.958140126206702,18,302
21.74799875476699,1,300
47.35667875262258,17,18
34.027175016090844,20,297
13.033756589293201,1,131
5.872546040577131,21,126
12.538441631653093,14,3
4.217789416863313,12,311
5.739609483334281,11,161
14.398630750252407,11,349
6.481617271497699,20,249
18.054603920218117,13,135
31.970755978028237,9,299
12.795924034146633,22,59
9.654142994169533,11,297
12.598027660284664,16,156
23.080712847277752,14,297
17.94826428769815,12,250
16.092215914416535,14,194
22.557033281859894,16,253
13.341704677661301,14,133
8.843210486272401,9,161
7.184494257342935,8,162
12.134341559838772,1,128
10.4191422351176,19,3
8.877325959564839,20,303
14.703036508046454,13,196
30.18918804526811,11,262
11.809261558729563,18,166
30.203575110849528,15,130
34.71017457501665,20,217
7.350365971215796,19,87
19.36821471152146,6,148
14.30408003875774,7,44
13.617159096553047,18,218
11.120688058148087,20,152
24.75705702955883,6,132
13.125266082272237,7,197
15.265869430273058,21,170
10.714709661642683,16,67
10.145912966981784,20,9
10.393339947069995,8,320
30.963635977385962,20,185
13.986554580553474,14,299
11.952950420840423,3,127
12.495385500321188,1,129
27.982027712395837,14,296
5.534876113051184,9,161
23.737565749092827,1,133
12.676678302641122,13,218
11.065291355091338,19,306
6.0,4,312
14.870626212969738,15,133
16.353404130233983,15,257
13.125709791386363,14,133
15.166702736784252,15,81
13.588964681441091,12,3
10.821353158870279,14,69
21.928866472451084,4,134
17.587428675548953,13,135
7.704078498949233,1,134
11.164824675346763,5,46
11.82941808844291,1,46
15.481083201714423,17,88
16.335738336854366,18,355
28.478384152662482,6,297
18.396055611776816,11,153
11.647147275323215,14,298
6.185240946248347,11,161
13.3607088722916,20,49
37.33124162113908,17,128
5.941532412949566,21,302
11.737324357401349,12,318
9.54313752950208,5,67
26.728971328109047,20,275
13.983840312855438,12,161
21.848328433388232,16,254
13.220915728902792,10,88
19.542599921882466,7,135
13.008763097864087,0,353
34.920468070022864,14,300
14.812215031213658,12,254
15.722140494138541,13,249
19.566860037588434,8,134
12.287492422764963,17,218
12.099069396684364,1,132
13.47297134609551,8,126
35.0,1,76
10.409231288972052,10,252
17.844299109094074,20,8
16.47428842043126,10,219
8.590867441271042,0,62
11.22204493010815,3,127
11.0,12,185
14.653522025544333,5,53
10.166682928526988,13,277
15.156075387388276,4,88
20.430183956938077,8,134
19.9257039100317,8,135
13.491692091700516,10,219
25.907450828229347,14,167
17.42882837622315,7,42
55.71275460704522,5,127
9.333067563309594,18,166
9.283224771844974,1,55
8.577188491185513,21,64
4.363586662503505,11,311
16.594798393813292,18,357
11.0,1,125
10.677424903091433,17,87
10.02966822306474,16,62
37.9212181320762,10,297
33.237489343599336,18,221
50.086865582371054,17,36
13.858853388946228,12,160
10.312855150729902,0,57
34.610127647058455,16,298
17.189580926545435,13,135
19.353224331715456,10,267
14.683772018970032,13,257
20.065386033529354,14,299
12.071470676245944,7,88
43.14254066564683,10,299
16.718429229818735,15,87
21.367734979319675,8,133
7.114426195574847,20,82
31.86288050291241,10,263
17.989480784120584,15,300
18.45814912258435,8,41
4.0,14,310
14.797206312276593,6,53
10.486390909152922,21,170
13.026776913240184,17,88
10.657044713846386,17,130
12.798580483906374,9,254
49.30131610447484,7,296
5.738278336586058,13,130
11.770572150882947,17,193
10.450416343277857,16,65
17.700963804222816,13,135
14.787280811067372,6,351
10.03675670873885,16,300
15.498507644364663,12,300
12.650701304333587,6,196
22.724172674903805,10,86
14.292900180249214,14,130
7.8956874851190575,21,189
16.203922793042707,12,135
8.012921659771921,12,50
27.277742652793034,6,131
7.157376066787053,21,250
10.925929391698476,12,274
7.202939369289662,1,134
20.534860351354563,14,134
18.373737503844097,0,64
26.589974568779255,11,131
21.512946802363526,6,133
7.982526453467266,1,129
11.179987370880644,5,46
12.966529142212531,0,67
28.467507300562854,9,130
30.346559215024126,7,130
24.818506672376408,14,150
15.405681264447782,10,270
17.730403910346404,20,363
27.040113149532765,6,130
5.51235955508181,5,297
14.133568861211137,12,257
13.266892810234179,4,123
11.0,13,184
18.42349619936123,20,170
31.259206184369738,4,129
6.827285049190866,21,308
8.232843934194323,14,42
13.287328157338742,2,117
9.935605071143865,0,57
14.229143371140522,10,249
7.131395541071159,19,83
14.152718860412143,11,124
9.201973778910915,11,365
11.475598122923161,16,6
33.759351025752615,19,300
13.296620852921906,8,249
26.55173983491217,12,293
4.0,3,297
18.77968599195447,15,131
11.191942169808604,14,298
30.821077323964126,17,130
9.577437796619972,10,44
10.558406932907559,11,298
18.50934487674561,21,180
17.125556939426325,13,133
28.910443098990662,10,131
17.904788661721398,12,40
12.893288867987092,22,170
6.320462345697765,9,162
20.551718145142996,7,150
16.58980749747067,21,177
39.97315843878376,6,226
23.92937251447558,1,299
17.125482333352117,9,269
22.61604463126607,16,131
11.189920683078729,10,321
13.0572102061243,12,3
26.53108534488524,8,296
15.525170085234029,12,123
24.098892406074853,11,160
10.03719600354146,11,161
67.26333666613445,15,191
12.167359733138628,8,254
15.195823204523862,5,53
27.172106025961835,10,132
46.729425415884414,6,300
6.0,4,312
54.70422716450645,16,28
6.1986044055073855,21,302
8.71523291917462,2,145
33.40509864020269,20,296
25.070751121641134,3,132
13.022828660035428,10,56
15.313206261070174,13,204
20.11762889660047,13,41
5.0,14,132
12.739904434977722,16,299
11.329039527235345,19,305
12.111190958825919,17,165
24.499214271127187,2,133
13.474006428483156,17,165
8.776510852663007,19,186
13.974289865296608,12,3
14.910045424162067,0,67
12.735394888630388,11,125
17.46189607419237,7,42
5.0,15,134
4.216563513119394,13,310
4.14628923161376,2,211
14.547077783069128,14,131
11.0,13,184
7.867270688133455,12,50
10.596772593446929,9,252
6.020043471029563,3,212
15.246907426667585,14,346
24.098860206263232,0,66
12.356185647117595,8,253
21.519555078610743,6,133
5.418027448574064,3,307
11.354341850543731,15,181
35.0,1,74
6.0,4,313
10.414590637157923,0,356
12.677245957919693,9,254
8.455172342454814,0,61
14.669515899114794,14,350
19.668062295341592,9,301
15.00572391688172,5,53
81.3770543668098,16,282
39.26702772047811,8,225
31.792690996812443,11,262
12.87044668215965,17,88
6.327110384392934,20,57
5.906362012805621,7,359
20.6065849405156,14,299
12.755128351777515,14,5
14.0,6,4
8.26918197128819,0,58
16.147984147365836,12,218
22.410231127606213,2,135
32.0,16,272
21.279171573495496,7,133
10.867627620965028,16,69
9.558087002163585,18,88
16.99120585040325,9,42
11.706921481093564,21,168
16.45846642456926,10,219
37.354313424072494,18,47
10.0,18,63
9.802710082387303,0,51
2.6351515705609114,3,364
8.957732321118543,12,43
9.20103869508069,11,161
9.8621549623,13,120
4.030392273151905,11,161
33.13490643252049,18,221
15.564512080735987,15,299
8.90632757929409,22,3
20.509242443197184,7,137
32.0,14,269
11.60489495657876,18,304
11.965672710114227,9,122
11.089776581621859,9,249
12.125423398044678,1,132
20.764894854621307,4,135
6.0,4,312
39.512408263638264,7,226
13.071753219380277,0,59
11.98288109541944,9,201
10.316642329527303,6,362
8.73587565455962,16,252
27.008897472562865,1,290
10.39788301464522,0,118
49.52654314194545,17,209
11.419768026978831,9,254
15.329232627103902,3,299
15.984491798557764,17,88
6.118943137734561,21,302
12.996832151419298,8,249
7.280396623119247,21,303
5.298434912361877,17,132
16.836558501704644,9,269
5.430889880047085,2,361
13.20766704426532,20,49
46.38419900679104,5,299
18.914599127171766,9,266
30.89627255773609,17,129
12.202089287767919,1,356
8.899228842446597,20,190
12.434059184057833,14,132
10.1527472854669,16,61
13.872048338447009,4,126
25.873797840684595,12,50
33.59052931958993,20,49
31.355529722878966,7,280
28.639595609969454,10,131
7.667036610795552,1,141
11.60169286084004,13,120
6.70004676805538,13,279
5.652847885557218,12,159
17.848736524322135,20,365
14.197395930384955,10,197
13.010702716880004,4,364
28.910187845717225,10,131
14.995364904190373,15,348
15.867514191466507,7,343
8.392476833157332,1,140
19.873498709145053,14,5
29.964556886682256,14,252
39.86968626581995,6,226
17.559637199211565,15,301
15.465779907819789,13,256
9.572450486582907,10,250
5.115575724498023,16,133
10.700034272772104,18,69
15.104404129748081,3,88
8.99100188073723,16,134
4.0,10,307
10.878662156833917,4,44
16.312593635863763,16,88
4.171489137873566,21,308
15.693862659120407,10,344
8.156087646059792,14,157
52.60296954765043,19,277
11.845918671076179,1,133
9.511218619632853,19,302
10.981733755280484,1,124
31.899058800022477,10,263
15.78633448632513,12,134
18.54601084727871,15,256
14.919837925662192,18,8
10.052446624391475,8,48
25.30438147522803,17,173
42.65220347414329,5,128
5.016375590192622,21,308
10.970770394951947,14,125
13.667980947099874,18,218
5.577775057667727,21,303
11.005183129145959,21,9
17.184327709363455,17,275
11.707484908929258,2,46
11.0,1,132
13.0,13,131
10.110134606119084,16,61
16.082802447192808,9,262
12.313154326777095,21,3
13.195921797766568,8,197
15.780726038076125,13,88
13.235684247497108,22,170
9.141487706964789,22,72
16.583878571928906,3,108
12.442331427801221,15,74
22.497257179697808,16,252
16.280208546645312,16,219
13.068534278463186,11,161
9.53946848108357,20,53
6.357136016714813,21,302
16.109314696070193,9,87
13.185454185404524,20,55
11.578835381014608,3,358
19.589236531978532,18,169
13.642574092430944,9,258
29.57444752431163,3,130
15.710029881056391,10,344
25.81644465476907,4,132
3.9596295441911193,15,282
5.416041546488325,18,54
13.83803456415066,9,249
22.810119416392354,19,178
24.25513441020984,22,52
6.0,1,143
16.81955055838136,13,4
32.77377242173743,10,299
13.08618818964497,10,256
11.0,6,191
12.486258737737883,18,9
10.94519762363766,14,60
55.89631787001395,8,295
11.424806405746581,9,359
14.780457288927805,12,254
14.208546548147654,4,124
11.666933928747818,6,4
12.599096000109167,16,164
15.063336716751865,4,43
10.952823908221239,17,61
23.75185361542694,1,133
29.07337883817575,5,130
41.70397904386297,19,276
11.220420452785792,9,321
5.129968715350508,8,312
34.00356054752739,17,9
12.715427490821462,3,129
13.907199821560623,5,126
8.285080915919789,21,9
11.465692866894164,9,7
11.868059015781029,5,364
16.936321153969157,7,220
13.324859938850333,16,7
31.651931955955494,19,129
6.422917492226812,21,250
57.51003124614779,20,290
8.930170965438425,0,66
7.688497404811637,1,131
17.46186845050071,0,63
6.973810942237613,20,125
9.966148930010435,16,155
10.373466320342152,6,364
10.085963816715498,15,298
11.55687881650087,18,304
49.79678892967749,10,299
16.32389176858559,16,88
31.94398230536321,17,275
11.806904094786159,2,124
